artist,title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,tag,hdbscan_cluster,dbscan_cluster
310babii,soak city (do it),6iiCzEd1ULpq7nXbZVQ4pi,0.836,0.409,9,-14.189,1,0.188,0.258,4.92e-06,0.242,0.233,101.931,audio_features,spotify:track:6iiCzEd1ULpq7nXbZVQ4pi,https://api.spotify.com/v1/tracks/6iiCzEd1ULpq7nXbZVQ4pi,https://api.spotify.com/v1/audio-analysis/6iiCzEd1ULpq7nXbZVQ4pi,122321,4,hot,184,2
"the weeknd, jennie & lily rose depp",one of the girls,4WfGDkm99oLJSAtELYZYEd,0.566,0.679,2,-5.527,0,0.0308,0.029,8.56e-06,0.535,0.302,99.171,audio_features,spotify:track:4WfGDkm99oLJSAtELYZYEd,https://api.spotify.com/v1/tracks/4WfGDkm99oLJSAtELYZYEd,https://api.spotify.com/v1/audio-analysis/4WfGDkm99oLJSAtELYZYEd,215953,4,hot,140,22
jung kook,standing next to you,2KslE17cAJNHTsI2MI0jb2,0.711,0.809,2,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017,audio_features,spotify:track:2KslE17cAJNHTsI2MI0jb2,https://api.spotify.com/v1/tracks/2KslE17cAJNHTsI2MI0jb2,https://api.spotify.com/v1/audio-analysis/2KslE17cAJNHTsI2MI0jb2,206020,4,hot,132,24
chayce beckham,23,1uPlAdnaXBhCH8Yoj64zXh,0.553,0.723,0,-5.858,0,0.0303,0.0248,1.05e-06,0.252,0.616,88.007,audio_features,spotify:track:1uPlAdnaXBhCH8Yoj64zXh,https://api.spotify.com/v1/tracks/1uPlAdnaXBhCH8Yoj64zXh,https://api.spotify.com/v1/audio-analysis/1uPlAdnaXBhCH8Yoj64zXh,186907,4,hot,50,14
bad bunny & feid,perro negro,7iQXYTyuG13aoeHxGG28Nh,0.911,0.778,5,-2.248,1,0.262,0.0887,2.16e-05,0.179,0.345,96.057,audio_features,spotify:track:7iQXYTyuG13aoeHxGG28Nh,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh,162768,4,hot,41,5
carly pearce featuring chris stapleton,we don't fight anymore,2dPwBKr5uJeCeyd5IoWi8W,0.619,0.564,4,-6.517,1,0.0302,0.673,0.0,0.184,0.419,129.944,audio_features,spotify:track:2dPwBKr5uJeCeyd5IoWi8W,https://api.spotify.com/v1/tracks/2dPwBKr5uJeCeyd5IoWi8W,https://api.spotify.com/v1/audio-analysis/2dPwBKr5uJeCeyd5IoWi8W,220146,4,hot,236,15
calle 24 x chino pacas x fuerza regida,que onda,6uIIdjYTxxpWOyWuVXrKQO,0.808,0.944,10,-4.863,0,0.0408,0.183,1.11e-06,0.138,0.937,124.934,audio_features,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO,https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO,191467,3,hot,217,11
zach bryan,oklahoma smokeshow,0OWhKvvsHptt6vnnNUSM9a,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,audio_features,spotify:track:0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/tracks/0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/audio-analysis/0OWhKvvsHptt6vnnNUSM9a,211739,4,hot,196,9
the red clay strays,wondering why,1OG7o5af3ILKrFkp7pvvb0,0.524,0.209,4,-12.437,1,0.0405,0.85,0.0,0.173,0.347,148.59,audio_features,spotify:track:1OG7o5af3ILKrFkp7pvvb0,https://api.spotify.com/v1/tracks/1OG7o5af3ILKrFkp7pvvb0,https://api.spotify.com/v1/audio-analysis/1OG7o5af3ILKrFkp7pvvb0,232918,3,hot,242,1
bigxthaplug,mmhmm,1nQaTUDJ7Rc4yOvZmg9Ozr,0.93,0.682,9,-8.799,1,0.331,0.028,0.0,0.129,0.962,126.003,audio_features,spotify:track:1nQaTUDJ7Rc4yOvZmg9Ozr,https://api.spotify.com/v1/tracks/1nQaTUDJ7Rc4yOvZmg9Ozr,https://api.spotify.com/v1/audio-analysis/1nQaTUDJ7Rc4yOvZmg9Ozr,119016,4,hot,152,2
rod wave,great gatsby,4M68xjcc42oxyphhzpOWXS,0.67,0.555,1,-9.12,0,0.0908,0.0382,6.36e-06,0.414,0.16,156.937,audio_features,spotify:track:4M68xjcc42oxyphhzpOWXS,https://api.spotify.com/v1/tracks/4M68xjcc42oxyphhzpOWXS,https://api.spotify.com/v1/audio-analysis/4M68xjcc42oxyphhzpOWXS,146808,4,hot,37,0
travis scott featuring playboi carti,fe!n,42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,audio_features,spotify:track:42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,191701,4,hot,266,11
olivia rodrigo,bad idea right?,3IX0yuEVvDbnqUwMBB3ouC,0.627,0.879,9,-3.446,1,0.0955,0.00193,6.87e-06,0.0647,0.748,129.979,audio_features,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/tracks/3IX0yuEVvDbnqUwMBB3ouC,https://api.spotify.com/v1/audio-analysis/3IX0yuEVvDbnqUwMBB3ouC,184784,4,hot,52,14
"peso pluma, junior h & oscar maydon",rompe la dompe,2OWv3lRR8PtOVuHWzQNRs2,0.757,0.642,2,-7.966,0,0.0369,0.607,0.0355,0.169,0.759,130.098,audio_features,spotify:track:2OWv3lRR8PtOVuHWzQNRs2,https://api.spotify.com/v1/tracks/2OWv3lRR8PtOVuHWzQNRs2,https://api.spotify.com/v1/audio-analysis/2OWv3lRR8PtOVuHWzQNRs2,165635,3,hot,20,20
dylan scott,can't have mine,3jfywRZH6cB2iLyKqo4EZd,0.663,0.502,5,-7.07,1,0.0285,0.791,0.0,0.105,0.371,143.969,audio_features,spotify:track:3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/tracks/3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/audio-analysis/3jfywRZH6cB2iLyKqo4EZd,183087,4,hot,105,14
nicki minaj featuring drake,needle,0I89140kBBWb1e1JeA06sb,0.803,0.589,7,-7.366,1,0.117,0.298,0.000857,0.137,0.34,109.993,audio_features,spotify:track:0I89140kBBWb1e1JeA06sb,https://api.spotify.com/v1/tracks/0I89140kBBWb1e1JeA06sb,https://api.spotify.com/v1/audio-analysis/0I89140kBBWb1e1JeA06sb,235689,4,hot,173,25
drake,virginia beach,3eP13S8D5m2cweMEg3ZDed,0.402,0.514,1,-7.322,0,0.0471,0.106,0.0,0.181,0.2,120.009,audio_features,spotify:track:3eP13S8D5m2cweMEg3ZDed,https://api.spotify.com/v1/tracks/3eP13S8D5m2cweMEg3ZDed,https://api.spotify.com/v1/audio-analysis/3eP13S8D5m2cweMEg3ZDed,251095,4,hot,275,18
oliver anthony music,rich men north of richmond,78Du4CMFgnhdlG33gblkiP,0.678,0.264,10,-12.384,1,0.0622,0.753,0.0,0.302,0.528,121.722,audio_features,spotify:track:78Du4CMFgnhdlG33gblkiP,https://api.spotify.com/v1/tracks/78Du4CMFgnhdlG33gblkiP,https://api.spotify.com/v1/audio-analysis/78Du4CMFgnhdlG33gblkiP,187244,4,hot,79,14
noah kahan with hozier,northern attitude,4oEf84vBYVftf6KmZexhVo,0.486,0.64,3,-8.027,1,0.0551,0.136,7.58e-05,0.105,0.289,122.017,audio_features,spotify:track:4oEf84vBYVftf6KmZexhVo,https://api.spotify.com/v1/tracks/4oEf84vBYVftf6KmZexhVo,https://api.spotify.com/v1/audio-analysis/4oEf84vBYVftf6KmZexhVo,267256,4,hot,246,6
taylor swift,now that we don't talk (taylor's version) [from the vault],5QUIK7ZtziW8kGWo8RqopF,0.8,0.501,0,-9.332,1,0.034,0.16,7.14e-05,0.0874,0.0831,110.013,audio_features,spotify:track:5QUIK7ZtziW8kGWo8RqopF,https://api.spotify.com/v1/tracks/5QUIK7ZtziW8kGWo8RqopF,https://api.spotify.com/v1/audio-analysis/5QUIK7ZtziW8kGWo8RqopF,146437,4,hot,37,0
"juice wrld, eminem & benny blanco",lace it,78yRECb7VhAVVC5iXFSJa0,0.661,0.606,10,-10.317,0,0.0479,0.0432,0.759,0.138,0.181,144.054,audio_features,spotify:track:78yRECb7VhAVVC5iXFSJa0,https://api.spotify.com/v1/tracks/78yRECb7VhAVVC5iXFSJa0,https://api.spotify.com/v1/audio-analysis/78yRECb7VhAVVC5iXFSJa0,73333,4,hot,280,2
karol g,mi ex tenia razon,54zcJnb3tp9c5OVKREZ1Is,0.634,0.725,5,-4.945,0,0.0587,0.0776,0.0,0.211,0.795,159.845,audio_features,spotify:track:54zcJnb3tp9c5OVKREZ1Is,https://api.spotify.com/v1/tracks/54zcJnb3tp9c5OVKREZ1Is,https://api.spotify.com/v1/audio-analysis/54zcJnb3tp9c5OVKREZ1Is,154375,4,hot,38,19
drake featuring sza,slime you out,0AYt6NMyyLd0rLuvr0UkMH,0.483,0.408,5,-9.243,0,0.0502,0.508,0.0,0.259,0.105,88.88,audio_features,spotify:track:0AYt6NMyyLd0rLuvr0UkMH,https://api.spotify.com/v1/tracks/0AYt6NMyyLd0rLuvr0UkMH,https://api.spotify.com/v1/audio-analysis/0AYt6NMyyLd0rLuvr0UkMH,310491,3,hot,117,12
*nsync,better place,1bHnRc60O1N0l3PbHjaKyK,0.579,0.556,4,-6.277,0,0.0511,0.0214,0.0,0.0904,0.558,116.943,audio_features,spotify:track:1bHnRc60O1N0l3PbHjaKyK,https://api.spotify.com/v1/tracks/1bHnRc60O1N0l3PbHjaKyK,https://api.spotify.com/v1/audio-analysis/1bHnRc60O1N0l3PbHjaKyK,216667,4,hot,-1,22
zach bryan,"burn, burn, burn",5jfhLCSIFUO4ndzNRh4w4G,0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,audio_features,spotify:track:5jfhLCSIFUO4ndzNRh4w4G,https://api.spotify.com/v1/tracks/5jfhLCSIFUO4ndzNRh4w4G,https://api.spotify.com/v1/audio-analysis/5jfhLCSIFUO4ndzNRh4w4G,268856,4,hot,84,6
travis scott,my eyes,4kjI1gwQZRKNDkw1nI475M,0.455,0.621,0,-7.694,0,0.0517,0.651,2.59e-06,0.123,0.28,119.043,audio_features,spotify:track:4kjI1gwQZRKNDkw1nI475M,https://api.spotify.com/v1/tracks/4kjI1gwQZRKNDkw1nI475M,https://api.spotify.com/v1/audio-analysis/4kjI1gwQZRKNDkw1nI475M,251250,4,hot,275,18
rod wave featuring 21 savage,turks & caicos,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624,4,hot,4,21
zach bryan,tourniquet,3EvZ03hGAFwGZ2Ebcu86YH,0.593,0.397,6,-8.309,1,0.0329,0.684,7.44e-06,0.0982,0.32,76.703,audio_features,spotify:track:3EvZ03hGAFwGZ2Ebcu86YH,https://api.spotify.com/v1/tracks/3EvZ03hGAFwGZ2Ebcu86YH,https://api.spotify.com/v1/audio-analysis/3EvZ03hGAFwGZ2Ebcu86YH,189053,4,hot,111,11
junior h,y lloro,68cUJFq7aAbgeurngTmngL,0.548,0.591,7,-7.888,1,0.0592,0.399,8.21e-06,0.174,0.383,83.411,audio_features,spotify:track:68cUJFq7aAbgeurngTmngL,https://api.spotify.com/v1/tracks/68cUJFq7aAbgeurngTmngL,https://api.spotify.com/v1/audio-analysis/68cUJFq7aAbgeurngTmngL,208899,3,hot,235,26
sophie ellis-bextor,murder on the dancefloor,4tKGFmENO69tZR9ahgZu48,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.6e-05,0.312,0.887,117.31,audio_features,spotify:track:4tKGFmENO69tZR9ahgZu48,https://api.spotify.com/v1/tracks/4tKGFmENO69tZR9ahgZu48,https://api.spotify.com/v1/audio-analysis/4tKGFmENO69tZR9ahgZu48,230013,4,hot,239,1
karol g,amargura,505v13epFXodT9fVAJ6h8k,0.92,0.696,6,-3.356,0,0.0742,0.183,0.0,0.149,0.545,106.966,audio_features,spotify:track:505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k,170480,4,hot,45,13
lainey wilson,wildflowers and wild horses,6d3QUBsiAw3aZI6F2mMhzk,0.442,0.644,10,-5.787,0,0.0378,0.347,1.73e-06,0.128,0.34,117.379,audio_features,spotify:track:6d3QUBsiAw3aZI6F2mMhzk,https://api.spotify.com/v1/tracks/6d3QUBsiAw3aZI6F2mMhzk,https://api.spotify.com/v1/audio-analysis/6d3QUBsiAw3aZI6F2mMhzk,216573,4,hot,291,22
glenn miller,the little man who wasn't there,3ZDS2we70XCOEndkITg8Ft,0.734,0.422,10,-10.772,1,0.175,0.868,0.0371,0.114,0.577,88.387,audio_features,spotify:track:3ZDS2we70XCOEndkITg8Ft,https://api.spotify.com/v1/tracks/3ZDS2we70XCOEndkITg8Ft,https://api.spotify.com/v1/audio-analysis/3ZDS2we70XCOEndkITg8Ft,182827,4,not_hot,105,14
misfits,american psycho,77v5yDwMLiJlIsHNJQxXrY,0.484,0.995,7,-5.3,1,0.102,0.000248,0.00113,0.381,0.0771,109.556,audio_features,spotify:track:77v5yDwMLiJlIsHNJQxXrY,https://api.spotify.com/v1/tracks/77v5yDwMLiJlIsHNJQxXrY,https://api.spotify.com/v1/audio-analysis/77v5yDwMLiJlIsHNJQxXrY,126907,4,not_hot,183,2
elliott smith,somebody that i used to know,4xfAVJL8R7mVYbDk8a9xOY,0.576,0.367,1,-14.785,1,0.03,0.432,2.24e-06,0.124,0.77,108.446,audio_features,spotify:track:4xfAVJL8R7mVYbDk8a9xOY,https://api.spotify.com/v1/tracks/4xfAVJL8R7mVYbDk8a9xOY,https://api.spotify.com/v1/audio-analysis/4xfAVJL8R7mVYbDk8a9xOY,129333,4,not_hot,73,2
june carter cash,juke box blues,00qOE7OjRl0BpYiCiweZB2,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.0,0.0844,0.522,176.647,audio_features,spotify:track:00qOE7OjRl0BpYiCiweZB2,https://api.spotify.com/v1/tracks/00qOE7OjRl0BpYiCiweZB2,https://api.spotify.com/v1/audio-analysis/00qOE7OjRl0BpYiCiweZB2,259800,4,not_hot,264,6
"emerson, lake & palmer","karn evil 9 1st impression, pt. 1",6WfjV745TiUcD8KdUKp241,0.384,0.817,1,-9.079,1,0.0661,0.267,0.00191,0.0756,0.685,128.49,audio_features,spotify:track:6WfjV745TiUcD8KdUKp241,https://api.spotify.com/v1/tracks/6WfjV745TiUcD8KdUKp241,https://api.spotify.com/v1/audio-analysis/6WfjV745TiUcD8KdUKp241,285760,4,not_hot,88,7
queens of the stone age,another love song,66UbHESsyfaXdoxlqVBa1T,0.339,0.933,5,-5.733,1,0.0723,0.158,0.416,0.397,0.225,106.566,audio_features,spotify:track:66UbHESsyfaXdoxlqVBa1T,https://api.spotify.com/v1/tracks/66UbHESsyfaXdoxlqVBa1T,https://api.spotify.com/v1/audio-analysis/66UbHESsyfaXdoxlqVBa1T,352440,4,not_hot,118,16
adema,immortal,1OGFtaUgHAQjtSk7mhDwr9,0.383,0.962,1,-5.33,1,0.111,0.000171,0.0122,0.114,0.196,152.326,audio_features,spotify:track:1OGFtaUgHAQjtSk7mhDwr9,https://api.spotify.com/v1/tracks/1OGFtaUgHAQjtSk7mhDwr9,https://api.spotify.com/v1/audio-analysis/1OGFtaUgHAQjtSk7mhDwr9,274733,4,not_hot,176,23
the supremes,stop! in the name of love,52FlwUMMDnTK8TGkCag9Jd,0.612,0.444,0,-12.752,1,0.0293,0.531,0.0,0.126,0.503,114.961,audio_features,spotify:track:52FlwUMMDnTK8TGkCag9Jd,https://api.spotify.com/v1/tracks/52FlwUMMDnTK8TGkCag9Jd,https://api.spotify.com/v1/audio-analysis/52FlwUMMDnTK8TGkCag9Jd,172907,4,not_hot,76,13
the notting hillbillies,bewildered,3OhkFJSKPlrqjozVsBSami,0.463,0.232,5,-17.463,0,0.0339,0.859,0.000265,0.189,0.537,116.062,audio_features,spotify:track:3OhkFJSKPlrqjozVsBSami,https://api.spotify.com/v1/tracks/3OhkFJSKPlrqjozVsBSami,https://api.spotify.com/v1/audio-analysis/3OhkFJSKPlrqjozVsBSami,155493,3,not_hot,228,19
sticky fingers,hyper,6I3Evf3nNhxFA5lSM37Y0v,0.677,0.644,8,-9.337,0,0.0971,0.161,0.00178,0.106,0.536,151.065,audio_features,spotify:track:6I3Evf3nNhxFA5lSM37Y0v,https://api.spotify.com/v1/tracks/6I3Evf3nNhxFA5lSM37Y0v,https://api.spotify.com/v1/audio-analysis/6I3Evf3nNhxFA5lSM37Y0v,202187,4,not_hot,162,3
diana krall,walk on by,3xsOtNxtBW0oTI1OWKAzTm,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,audio_features,spotify:track:3xsOtNxtBW0oTI1OWKAzTm,https://api.spotify.com/v1/tracks/3xsOtNxtBW0oTI1OWKAzTm,https://api.spotify.com/v1/audio-analysis/3xsOtNxtBW0oTI1OWKAzTm,178333,4,not_hot,77,8
mudvayne,dig,7vrLphPq4yjaX7jiDdd2Nc,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,audio_features,spotify:track:7vrLphPq4yjaX7jiDdd2Nc,https://api.spotify.com/v1/tracks/7vrLphPq4yjaX7jiDdd2Nc,https://api.spotify.com/v1/audio-analysis/7vrLphPq4yjaX7jiDdd2Nc,162293,4,not_hot,41,5
the 1975,love it if we made it,6WmIyn2fx1PKQ0XDpYj4VR,0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,audio_features,spotify:track:6WmIyn2fx1PKQ0XDpYj4VR,https://api.spotify.com/v1/tracks/6WmIyn2fx1PKQ0XDpYj4VR,https://api.spotify.com/v1/audio-analysis/6WmIyn2fx1PKQ0XDpYj4VR,252926,4,not_hot,283,18
little river band,listen to your heart,7i3xpu7SFWvzhGa9AZyySR,0.35,0.443,7,-11.01,1,0.0369,0.762,0.00192,0.0994,0.345,189.125,audio_features,spotify:track:7i3xpu7SFWvzhGa9AZyySR,https://api.spotify.com/v1/tracks/7i3xpu7SFWvzhGa9AZyySR,https://api.spotify.com/v1/audio-analysis/7i3xpu7SFWvzhGa9AZyySR,257869,4,not_hot,137,18
little river band,no more tears,7i3xpu7SFWvzhGa9AZyySR,0.35,0.443,7,-11.01,1,0.0369,0.762,0.00192,0.0994,0.345,189.125,audio_features,spotify:track:7i3xpu7SFWvzhGa9AZyySR,https://api.spotify.com/v1/tracks/7i3xpu7SFWvzhGa9AZyySR,https://api.spotify.com/v1/audio-analysis/7i3xpu7SFWvzhGa9AZyySR,257869,4,not_hot,137,18
little river band,forever blue,7i3xpu7SFWvzhGa9AZyySR,0.35,0.443,7,-11.01,1,0.0369,0.762,0.00192,0.0994,0.345,189.125,audio_features,spotify:track:7i3xpu7SFWvzhGa9AZyySR,https://api.spotify.com/v1/tracks/7i3xpu7SFWvzhGa9AZyySR,https://api.spotify.com/v1/audio-analysis/7i3xpu7SFWvzhGa9AZyySR,257869,4,not_hot,137,18
johnny winter,i'll drown in my tears,3YGsgJqtIWKjMjZtKLk11Z,0.294,0.736,7,-7.961,0,0.151,0.282,0.0418,0.102,0.753,208.576,audio_features,spotify:track:3YGsgJqtIWKjMjZtKLk11Z,https://api.spotify.com/v1/tracks/3YGsgJqtIWKjMjZtKLk11Z,https://api.spotify.com/v1/audio-analysis/3YGsgJqtIWKjMjZtKLk11Z,314880,3,not_hot,59,12
johnny winter,broke and lonely,3YGsgJqtIWKjMjZtKLk11Z,0.294,0.736,7,-7.961,0,0.151,0.282,0.0418,0.102,0.753,208.576,audio_features,spotify:track:3YGsgJqtIWKjMjZtKLk11Z,https://api.spotify.com/v1/tracks/3YGsgJqtIWKjMjZtKLk11Z,https://api.spotify.com/v1/audio-analysis/3YGsgJqtIWKjMjZtKLk11Z,314880,3,not_hot,59,12
freddy fender,please don't tell me how the story ends,3xPer22ZLDCRQtb6Z03ykt,0.702,0.409,11,-8.84,1,0.0354,0.481,4.76e-06,0.289,0.885,88.516,audio_features,spotify:track:3xPer22ZLDCRQtb6Z03ykt,https://api.spotify.com/v1/tracks/3xPer22ZLDCRQtb6Z03ykt,https://api.spotify.com/v1/audio-analysis/3xPer22ZLDCRQtb6Z03ykt,171762,4,not_hot,154,13
boz scaggs,love me tomorrow,67Fxvtgc3MXl2x4ryyFpw7,0.739,0.537,9,-10.789,0,0.0328,0.246,0.000688,0.0794,0.921,80.18,audio_features,spotify:track:67Fxvtgc3MXl2x4ryyFpw7,https://api.spotify.com/v1/tracks/67Fxvtgc3MXl2x4ryyFpw7,https://api.spotify.com/v1/audio-analysis/67Fxvtgc3MXl2x4ryyFpw7,196858,4,not_hot,54,27
"earth, wind & fire",build your nest,3koCCeSaVUyrRo3N2gHrd8,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,audio_features,spotify:track:3koCCeSaVUyrRo3N2gHrd8,https://api.spotify.com/v1/tracks/3koCCeSaVUyrRo3N2gHrd8,https://api.spotify.com/v1/audio-analysis/3koCCeSaVUyrRo3N2gHrd8,339320,4,not_hot,26,16
nat king cole,o holy night,4c4LylLvTh91IhwQgSXPRc,0.115,0.261,8,-11.245,1,0.0293,0.718,0.0,0.14,0.134,75.753,audio_features,spotify:track:4c4LylLvTh91IhwQgSXPRc,https://api.spotify.com/v1/tracks/4c4LylLvTh91IhwQgSXPRc,https://api.spotify.com/v1/audio-analysis/4c4LylLvTh91IhwQgSXPRc,176227,5,not_hot,46,13
nat king cole,stella by starlight,4c4LylLvTh91IhwQgSXPRc,0.115,0.261,8,-11.245,1,0.0293,0.718,0.0,0.14,0.134,75.753,audio_features,spotify:track:4c4LylLvTh91IhwQgSXPRc,https://api.spotify.com/v1/tracks/4c4LylLvTh91IhwQgSXPRc,https://api.spotify.com/v1/audio-analysis/4c4LylLvTh91IhwQgSXPRc,176227,5,not_hot,46,13
santana,america (feat. p.o.d.),6dfhF1BDGmhM69fnCb6wSC,0.259,0.241,2,-15.955,1,0.042,0.554,6.62e-06,0.0849,0.275,178.453,audio_features,spotify:track:6dfhF1BDGmhM69fnCb6wSC,https://api.spotify.com/v1/tracks/6dfhF1BDGmhM69fnCb6wSC,https://api.spotify.com/v1/audio-analysis/6dfhF1BDGmhM69fnCb6wSC,215293,3,not_hot,1,28
ella fitzgerald,for you for me for evermore,37DyuqC8sgnnfmqxA5I1Fq,0.721,0.309,10,-6.753,1,0.0418,0.87,0.0,0.289,0.788,136.33,audio_features,spotify:track:37DyuqC8sgnnfmqxA5I1Fq,https://api.spotify.com/v1/tracks/37DyuqC8sgnnfmqxA5I1Fq,https://api.spotify.com/v1/audio-analysis/37DyuqC8sgnnfmqxA5I1Fq,189497,4,not_hot,110,11
ella fitzgerald,lover,37DyuqC8sgnnfmqxA5I1Fq,0.721,0.309,10,-6.753,1,0.0418,0.87,0.0,0.289,0.788,136.33,audio_features,spotify:track:37DyuqC8sgnnfmqxA5I1Fq,https://api.spotify.com/v1/tracks/37DyuqC8sgnnfmqxA5I1Fq,https://api.spotify.com/v1/audio-analysis/37DyuqC8sgnnfmqxA5I1Fq,189497,4,not_hot,110,11
ella fitzgerald,bess you is my woman now,37DyuqC8sgnnfmqxA5I1Fq,0.721,0.309,10,-6.753,1,0.0418,0.87,0.0,0.289,0.788,136.33,audio_features,spotify:track:37DyuqC8sgnnfmqxA5I1Fq,https://api.spotify.com/v1/tracks/37DyuqC8sgnnfmqxA5I1Fq,https://api.spotify.com/v1/audio-analysis/37DyuqC8sgnnfmqxA5I1Fq,189497,4,not_hot,110,11
ella fitzgerald,i concentrate on you,37DyuqC8sgnnfmqxA5I1Fq,0.721,0.309,10,-6.753,1,0.0418,0.87,0.0,0.289,0.788,136.33,audio_features,spotify:track:37DyuqC8sgnnfmqxA5I1Fq,https://api.spotify.com/v1/tracks/37DyuqC8sgnnfmqxA5I1Fq,https://api.spotify.com/v1/audio-analysis/37DyuqC8sgnnfmqxA5I1Fq,189497,4,not_hot,110,11
julian dash,blue and sentimental,78ntGe4xyecZHg9exQWwK6,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,audio_features,spotify:track:78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/tracks/78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/audio-analysis/78ntGe4xyecZHg9exQWwK6,146093,4,not_hot,36,0
oscar peterson,bill,78ntGe4xyecZHg9exQWwK6,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,audio_features,spotify:track:78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/tracks/78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/audio-analysis/78ntGe4xyecZHg9exQWwK6,146093,4,not_hot,36,0
oscar peterson,time on my hands,78ntGe4xyecZHg9exQWwK6,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,audio_features,spotify:track:78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/tracks/78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/audio-analysis/78ntGe4xyecZHg9exQWwK6,146093,4,not_hot,36,0
oscar peterson,how high the moon,78ntGe4xyecZHg9exQWwK6,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,audio_features,spotify:track:78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/tracks/78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/audio-analysis/78ntGe4xyecZHg9exQWwK6,146093,4,not_hot,36,0
oscar peterson,it's de-lovely,78ntGe4xyecZHg9exQWwK6,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,audio_features,spotify:track:78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/tracks/78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/audio-analysis/78ntGe4xyecZHg9exQWwK6,146093,4,not_hot,36,0
oscar peterson,in a mellow tone,78ntGe4xyecZHg9exQWwK6,0.551,0.114,3,-24.78,0,0.0451,0.977,0.874,0.141,0.124,70.141,audio_features,spotify:track:78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/tracks/78ntGe4xyecZHg9exQWwK6,https://api.spotify.com/v1/audio-analysis/78ntGe4xyecZHg9exQWwK6,146093,4,not_hot,36,0
black moon,powaful impak!,63U9mJpffoQILdkb1VWDK8,0.851,0.504,11,-14.857,1,0.3,0.00431,0.000143,0.349,0.535,94.245,audio_features,spotify:track:63U9mJpffoQILdkb1VWDK8,https://api.spotify.com/v1/tracks/63U9mJpffoQILdkb1VWDK8,https://api.spotify.com/v1/audio-analysis/63U9mJpffoQILdkb1VWDK8,251440,4,not_hot,275,18
